156	99	5	2021
159	11	5	2022
159	2	5	2022
159	164	5	2022
159	34	5	2022
159	165	5	2022
159	166	5	2022
159	14	5	2022
159	15	5	2022
160	5	5	2022
160	1	5	2022
161	204	5	2021
161	24	5	2021
161	14	5	2021
161	15	5	2021
162	23	5	2022
162	4	5	2022
162	47	5	2022
162	52	5	2022
162	53	5	2022
162	54	5	2022
162	55	5	2022
162	143	5	2022
163	24	5	2021
163	14	5	2021
163	191	5	2021
163	15	5	2021
163	16	5	2021
164	47	5	2021
164	61	5	2021
164	52	5	2021
164	53	5	2021
164	57	5	2021
164	54	5	2021
164	55	5	2021
164	74	5	2021
165	1	5	2020
165	5	5	2020
165	15	5	2020
165	174	5	2020
166	5	5	2020
166	7	5	2020
166	15	5	2020
166	57	5	2020
167	43	5	2021
167	194	5	2021
167	159	5	2021
167	206	5	2021
167	64	5	2021
167	159	5	2021
168	24	5	2020
168	5	5	2020
168	7	5	2020
168	201	5	2020
168	14	5	2020
169	5	5	2020
169	84	5	2020
169	207	5	2020
170	24	5	2021
170	46	5	2021
170	47	5	2021
170	52	5	2021
170	56	5	2021
170	15	5	2021
170	14	5	2021
171	23	5	2020
171	93	5	2020
171	56	5	2020
171	52	5	2020
172	5	5	2021
172	165	5	2021
172	208	5	2021
172	63	5	2021
172	73	5	2021
172	181	5	2021
173	23	5	2021
173	5	5	2021
173	2	5	2021
173	209	5	2021
173	14	5	2021
173	191	5	2021
174	119	5	2022
174	7	5	2022
174	8	5	2022
174	27	5	2022
174	14	5	2022
174	121	5	2022
174	15	5	2022
174	210	5	2022
174	31	5	2022
174	139	5	2022
174	182	5	2022
174	183	5	2022
175	5	5	2022
175	27	5	2022
175	14	5	2022
175	15	5	2022
175	32	5	2022
175	141	5	2022
175	122	5	2022
175	142	5	2022
175	124	5	2022
176	52	5	2021
176	56	5	2021
176	57	5	2021
176	125	5	2021
176	82	5	2021
177	15	5	2022
177	129	5	2022
177	182	5	2022
178	24	5	2022
178	7	5	2022
178	14	5	2022
178	15	5	2022
179	5	5	2021
179	56	5	2021
179	57	5	2021
180	5	5	2022
180	73	5	2022
180	7	5	2022
180	34	5	2022
180	164	5	2022
180	165	5	2022
180	166	5	2022
180	208	5	2022
180	14	5	2022
180	15	5	2022
181	65	5	2022
181	15	5	2022
181	142	5	2022
183	11	5	2021
183	5	5	2021
183	47	5	2021
183	49	5	2021
183	214	5	2021
184	173	5	2021
184	23	5	2021
184	4	5	2021
184	216	5	2021
184	5	5	2021
184	28	5	2021
184	30	5	2021
185	14	5	2021
185	16	5	2021
185	193	5	2021
186	194	5	2021
186	195	5	2021
186	196	5	2021
186	218	5	2021
186	219	5	2021
187	5	5	2021
187	38	5	2021
187	7	5	2021
187	177	5	2021
187	184	5	2021
187	122	5	2021
188	160	5	2021
188	159	5	2021
188	161	5	2021
188	185	5	2021
188	122	5	2021
189	27	5	2021
189	199	5	2021
189	72	5	2021
189	8	5	2021
190	76	5	2021
190	5	5	2021
190	55	5	2021
190	146	5	2021
190	181	5	2021
191	220	5	2021
191	104	5	2021
191	221	5	2021
191	222	5	2021
191	223	5	2021
191	224	5	2021
193	5	5	2021
193	11	5	2021
193	14	5	2021
193	191	5	2021
194	15	5	2021
194	226	5	2021
194	211	5	2021
195	7	5	2022
195	35	5	2022
195	14	5	2022
195	99	5	2022
195	228	5	2022
195	181	5	2022
195	11	5	2022
195	34	5	2022
196	52	5	2021
196	56	5	2021
197	7	5	2022
197	14	5	2022
197	15	5	2022
197	175	5	2022
197	95	5	2022
197	229	5	2022
197	36	5	2022
197	31	5	2022
198	230	5	2021
198	177	5	2021
199	5	5	2022
199	15	5	2022
199	34	5	2022
199	166	5	2022
199	50	5	2022
199	56	5	2022
199	57	5	2022
200	28	5	2021
200	160	5	2021
200	159	5	2021
200	161	5	2021
200	185	5	2021
200	129	5	2021
201	7	5	2021
201	84	5	2021
202	5	5	2020
202	27	5	2020
202	161	5	2020
202	14	5	2020
202	232	5	2020
202	15	5	2020
202	31	5	2020
202	233	5	2020
203	5	5	2021
203	201	5	2021
203	15	5	2021
203	211	5	2021
203	234	5	2021
203	227	5	2021
204	159	5	2021
204	235	5	2021
204	227	5	2021
205	5	5	2021
205	15	5	2021
205	57	5	2021
206	93	5	2022
206	8	5	2022
206	181	5	2022
207	23	5	2022
207	70	5	2022
209	5	5	2021
209	14	5	2021
209	15	5	2021
209	168	5	2021
210	7	5	2022
210	14	5	2022
210	195	5	2022
210	31	5	2022
210	236	5	2022
210	237	5	2022
211	24	5	2021
211	40	5	2021
211	8	5	2021
211	14	5	2021
211	191	5	2021
211	31	5	2021
212	5	5	2022
212	15	5	2022
212	237	5	2022
212	84	5	2022
212	171	5	2022
213	5	5	2022
213	16	5	2022
213	238	5	2022
214	63	5	2022
214	93	5	2022
214	65	5	2022
214	52	5	2022
214	227	5	2022
215	28	5	2021
215	160	5	2021
217	5	5	2021
217	63	5	2021
217	7	5	2021
217	14	5	2021
217	15	5	2021
217	141	5	2021
217	129	5	2021
217	228	5	2021
217	95	5	2021
222	7	5	2021
222	26	5	2021
222	8	5	2021
222	14	5	2021
223	135	5	2021
223	90	5	2021
223	241	5	2021
224	7	5	2021
224	27	5	2021
224	8	5	2021
224	14	5	2021
225	129	5	2020
225	130	5	2020
225	7	5	2020
225	95	5	2020
225	24	5	2020
225	79	5	2020
225	4	5	2020
225	10	5	2020
226	5	5	2021
226	174	5	2021
226	14	5	2021
226	176	5	2021
226	32	5	2021
228	8	5	2021
228	27	5	2021
228	14	5	2021
228	36	5	2021
228	31	5	2021
230	34	5	2022
230	5	5	2022
230	14	5	2022
230	151	5	2022
230	242	5	2022
231	23	5	2022
231	4	5	2022
231	47	5	2022
231	52	5	2022
231	53	5	2022
231	55	5	2022
233	11	5	2022
233	2	5	2022
233	164	5	2022
233	34	5	2022
233	165	5	2022
233	166	5	2022
233	14	5	2022
233	15	5	2022
234	5	5	2022
234	213	5	2022
234	3	5	2022
234	14	5	2022
234	31	5	2022
234	15	5	2022
235	23	5	2022
235	52	5	2022
235	57	5	2022
235	113	5	2022
235	74	5	2022
235	138	5	2022
239	5	5	2022
239	20	5	2022
239	245	5	2022
239	246	5	2022
239	15	5	2022
240	194	5	2022
240	196	5	2022
240	195	5	2022
240	160	5	2022
240	159	5	2022
240	129	5	2022
240	140	5	2022
240	185	5	2022
241	23	5	2022
241	24	5	2022
241	7	5	2022
241	15	5	2022
241	20	5	2022
242	236	5	2021
242	31	5	2021
243	15	5	2022
243	32	5	2022
245	4	5	2022
245	5	5	2022
245	7	5	2022
245	15	5	2022
245	247	5	2022
245	151	5	2022
245	52	5	2022
245	248	5	2022
245	35	5	2022
246	23	5	2022
246	51	5	2022
246	47	5	2022
246	251	5	2022
246	148	5	2022
246	53	5	2022
246	54	5	2022
246	145	5	2022
246	252	5	2022
246	55	5	2022
246	74	5	2022
246	143	5	2022
247	7	5	2022
247	3	5	2022
247	14	5	2022
248	119	5	2022
248	40	5	2022
248	33	5	2022
248	121	5	2022
248	14	5	2022
248	31	5	2022
248	97	5	2022
248	122	5	2022
248	123	5	2022
248	124	5	2022
248	14	5	2022
250	5	5	2022
250	93	5	2022
250	52	5	2022
250	57	5	2022
251	73	5	2022
251	44	5	2022
251	186	5	2022
251	33	5	2022
251	77	5	2022
251	40	5	2022
251	8	5	2022
251	27	5	2022
252	194	5	2022
252	196	5	2022
252	195	5	2022
252	5	5	2022
252	7	5	2022
252	14	5	2022
252	15	5	2022
252	8	5	2022
253	23	5	2022
253	52	5	2022
253	58	5	2022
254	23	5	2022
254	5	5	2022
254	42	5	2022
254	7	5	2022
254	7	5	2022
254	27	5	2022
255	1	5	2021
255	253	5	2021
255	7	5	2021
255	254	5	2021
255	15	5	2021
255	241	5	2021
256	5	5	2021
256	38	5	2021
256	7	5	2021
256	193	5	2021
256	15	5	2021
256	177	5	2021
256	184	5	2021
256	122	5	2021
256	124	5	2021
258	29	5	2021
258	7	5	2021
258	3	5	2021
259	5	5	2021
259	63	5	2021
259	93	5	2021
259	30	5	2021
259	86	5	2021
259	15	5	2021
260	7	5	2022
260	238	5	2022
261	24	5	2022
261	33	5	2022
261	7	5	2022
263	23	5	2021
263	5	5	2021
263	47	5	2021
263	50	5	2021
263	56	5	2021
264	23	5	2022
264	5	5	2022
264	7	5	2022
264	8	5	2022
264	27	5	2022
264	14	5	2022
265	24	5	2022
265	5	5	2022
265	15	5	2022
265	217	5	2022
265	3	5	2022
266	14	5	2022
266	15	5	2022
267	5	5	2022
267	15	5	2022
267	93	5	2022
267	246	5	2022
267	211	5	2022
267	234	5	2022
267	227	5	2022
268	23	5	2022
268	40	5	2022
268	56	5	2022
269	173	5	2022
269	171	5	2022
270	5	5	2022
270	7	5	2022
270	8	5	2022
270	15	5	2022
270	32	5	2022
270	86	5	2022
270	96	5	2022
270	98	5	2022
270	97	5	2022
271	119	5	2022
271	7	5	2022
271	8	5	2022
271	27	5	2022
271	14	5	2022
271	121	5	2022
271	15	5	2022
271	210	5	2022
271	31	5	2022
271	139	5	2022
271	182	5	2022
273	7	5	2021
273	14	5	2021
273	15	5	2021
273	181	5	2021
275	86	5	2022
275	94	5	2022
275	97	5	2022
275	96	5	2022
276	255	5	2022
276	236	5	2022
276	52	5	2022
276	225	5	2022
276	57	5	2022
276	125	5	2022
277	5	5	2021
277	7	5	2021
277	14	5	2021
277	191	5	2021
278	63	5	2022
278	93	5	2022
278	103	5	2022
278	89	5	2022
278	79	5	2022
278	15	5	2022
279	256	5	2022
279	68	5	2022
279	15	5	2022
279	5	5	2022
279	65	5	2022
280	5	5	2022
280	7	5	2022
280	15	5	2022
281	24	5	2021
281	7	5	2021
281	14	5	2021
281	16	5	2021
282	5	5	2022
282	86	5	2022
282	97	5	2022
283	7	5	2021
283	16	5	2021
283	14	5	2021
283	5	5	2021
284	23	5	2020
284	51	5	2020
284	4	5	2020
284	47	5	2020
284	5	5	2020
284	52	5	2020
284	53	5	2020
284	54	5	2020
284	257	5	2020
284	55	5	2020
285	5	5	2022
285	208	5	2022
285	14	5	2022
286	78	5	2021
286	80	5	2021
286	110	5	2021
286	137	5	2021
286	14	5	2021
287	44	5	2022
287	7	5	2022
287	85	5	2022
287	134	5	2022
288	5	5	2022
288	63	5	2022
288	258	5	2022
288	14	5	2022
289	76	5	2022
289	63	5	2022
289	79	5	2022
289	64	5	2022
289	78	5	2022
289	80	5	2022
289	110	5	2022
289	259	5	2022
290	24	5	2021
290	14	5	2021
290	15	5	2021
291	5	5	2022
291	7	5	2022
291	14	5	2022
291	15	5	2022
291	197	5	2022
294	24	5	2022
294	7	5	2022
294	14	5	2022
294	15	5	2022
295	14	5	2022
295	31	5	2022
296	56	5	2022
296	115	5	2022
296	52	5	2022
296	57	5	2022
296	65	5	2022
296	55	5	2022
296	74	5	2022
296	261	5	2022
296	111	5	2022
297	8	5	2021
297	14	5	2021
297	15	5	2021
298	262	5	2022
298	187	5	2022
298	176	5	2022
298	14	5	2022
298	15	5	2022
298	182	5	2022
299	23	5	2022
299	5	5	2022
299	214	5	2022
299	57	5	2022
300	194	5	2021
300	263	5	2021
300	159	5	2021
300	15	5	2021
300	161	5	2021
300	192	5	2021
300	14	5	2021
301	5	5	2022
301	15	5	2022
301	185	5	2022
301	122	5	2022
302	47	5	2022
302	52	5	2022
302	53	5	2022
302	54	5	2022
302	55	5	2022
302	74	5	2022
302	205	5	2022
303	84	5	2022
303	264	5	2022
303	159	5	2022
303	14	5	2022
303	171	5	2022
304	24	5	2022
304	181	5	2022
304	14	5	2022
304	191	5	2022
304	176	5	2022
305	186	5	2022
305	7	5	2022
305	2	5	2022
305	21	5	2022
305	238	5	2022
305	181	5	2022
306	5	5	2022
306	174	5	2022
306	218	5	2022
306	187	5	2022
306	176	5	2022
306	14	5	2022
306	15	5	2022
306	32	5	2022
310	24	5	2018
310	5	5	2018
310	47	5	2018
310	265	5	2018
310	266	5	2018
315	23	5	2021
315	51	5	2021
315	4	5	2021
315	5	5	2021
315	47	5	2021
315	52	5	2021
315	53	5	2021
315	54	5	2021
316	23	5	2021
316	4	5	2021
316	47	5	2021
316	52	5	2021
316	53	5	2021
316	54	5	2021
316	145	5	2021
316	55	5	2021
318	23	5	2018
318	5	5	2018
318	4	5	2018
318	117	5	2018
319	24	5	2018
319	5	5	2018
319	267	5	2018
319	224	5	2018
319	268	5	2018
320	23	5	2019
320	51	5	2019
320	5	5	2019
320	152	5	2019
320	52	5	2019
320	53	5	2019
321	5	5	2019
321	28	5	2019
321	63	5	2019
321	30	5	2019
321	222	5	2019
321	35	5	2019
321	269	5	2019
321	270	5	2019
324	24	5	2017
324	220	5	2017
324	5	5	2017
324	265	5	2017
324	7	5	2017
324	37	5	2017
324	224	5	2017
325	23	5	2018
325	5	5	2018
325	47	5	2018
325	56	5	2018
325	271	5	2018
325	256	5	2018
326	23	5	2021
326	51	5	2021
326	4	5	2021
326	5	5	2021
326	47	5	2021
326	52	5	2021
326	53	5	2021
326	54	5	2021
327	4	5	2017
327	23	5	2017
327	220	5	2017
328	23	5	2021
328	4	5	2021
328	52	5	2021
328	53	5	2021
328	54	5	2021
328	55	5	2021
328	74	5	2021
329	23	5	2020
329	56	5	2020
329	52	5	2020
329	272	5	2020
330	24	5	2020
330	8	5	2020
330	14	5	2020
330	245	5	2020
331	23	5	2020
331	5	5	2020
331	4	5	2020
331	117	5	2020
331	226	5	2020
332	23	5	2019
332	4	5	2019
332	5	5	2019
332	247	5	2019
332	7	5	2019
332	151	5	2019
332	52	5	2019
332	273	5	2019
333	5	5	2020
333	47	5	2020
333	4	5	2020
333	251	5	2020
333	52	5	2020
333	54	5	2020
333	53	5	2020
333	57	5	2020
333	145	5	2020
333	252	5	2020
334	43	5	2018
334	274	5	2018
334	88	5	2018
336	23	5	2019
336	4	5	2019
336	5	5	2019
336	152	5	2019
336	53	5	2019
338	186	5	2019
338	47	5	2019
338	50	5	2019
338	80	5	2019
338	211	5	2019
339	23	5	2021
339	4	5	2021
339	47	5	2021
339	251	5	2021
339	275	5	2021
339	52	5	2021
339	55	5	2021
339	152	5	2021
342	23	5	2020
342	51	5	2020
342	47	5	2020
342	5	5	2020
342	52	5	2020
342	53	5	2020
342	54	5	2020
342	69	5	2020
342	55	5	2020
343	23	5	2019
343	47	5	2019
343	53	5	2019
343	54	5	2019
343	152	5	2019
343	62	5	2019
345	23	5	2019
345	51	5	2019
345	4	5	2019
345	5	5	2019
345	276	5	2019
345	52	5	2019
345	53	5	2019
345	54	5	2019
345	277	5	2019
347	278	5	2018
347	48	5	2018
347	128	5	2018
348	222	5	2018
348	279	5	2018
348	226	5	2018
348	92	5	2018
350	52	5	2019
350	5	5	2019
350	56	5	2019
350	248	5	2019
351	29	5	2019
351	7	5	2019
351	211	5	2019
351	280	5	2019
351	281	5	2019
352	24	5	2019
352	91	5	2019
352	46	5	2019
352	47	5	2019
352	48	5	2019
352	265	5	2019
352	50	5	2019
352	154	5	2019
354	23	5	2019
354	4	5	2019
354	53	5	2019
354	54	5	2019
356	23	5	2019
356	61	5	2019
356	52	5	2019
356	53	5	2019
356	54	5	2019
356	62	5	2019
356	282	5	2019
357	5	5	2020
357	30	5	2020
357	47	5	2020
357	61	5	2020
357	52	5	2020
