paper_id,models,link,title,year
608,BPRMF;SVD;STAMP;GRU4REC;NARM;LINN,https://arxiv.org/pdf/2008.09514,Neural Logic Reasoning,2020
609,FPMCLR;PRMEG;GE;RNN;LSTM;GRU;STRNN,https://arxiv.org/pdf/1806.06671.pdf,Where to Go Next: A Spatio-temporal LSTM model for Next POI Recommendation,2018
610,GAG;GAG50;FGNN;SSRM;NARM;GRU4REC;BPRMF;SPOP;POP,https://arxiv.org/pdf/2007.02747.pdf,GAG: Global Attributed Graph Neural Network for Streaming Session-based Recommendation,2021
612,BPRMF;SVD;DMF;NEUMF;GRU4REC;STAMP;NLR;NCR,https://arxiv.org/pdf/2005.08129,Neural Collaborative Reasoning,2021
613,BPRMF;GRU;M2;M4;RELAVAR,https://arxiv.org/pdf/1706.04026,Recurrent Latent Variable Networks for Session-Based Recommendation,2017
614,MF;FPMC;STRNN;LSTM;SHAN;DEEPMOVE;MCARNN;PLSPL,http://smiles-xjtu.com/html/Our%20Paper/Personalized%20Long-%20and%20-Short.pdf,Personalized Long- and Short-term Preference Learning for Next POI Recommendation,2020
615,FPMC;DREAM;GRU4REC;TIPPLENET;KGAT;GRU;KSR;KERL,https://drive.google.com/file/d/1An5YXDvQ1K0A1AwpJG-I4gTbIQ26gUDS/view,KERL: A Knowledge-Guided Reinforcement Learning Model for Sequential Recommendation,2020
617,POPREC;BPR;FM;IRGAN;FPMC;GRU;SASREC;MFGAN,https://arxiv.org/pdf/2005.10602.pdf,Sequential Recommendation with Self-Attentive Multi-Adversarial Network,2020
618,GRU4REC;CASER;SASREC;HPMN;MIMN;DIN;DIEN;UBR4CTR,https://arxiv.org/pdf/2005.14171,User Behavior Retrieval for Click-Through Rate Prediction,2020
619,POP;BPRMF;CML;FPMC;TRANSREC;PACE;MCF;CKE;MOHR,https://arxiv.org/pdf/1808.10031,Recommendation Through Mixtures of Heterogeneous Item Relationships,2018
620,FPMC;GRU4REC;NARM;STAMP;SRGNN;RIB;KMSR;MKMSR,https://arxiv.org/pdf/2006.06922,Incorporating User Micro-behaviors and Item Knowledge into Multi-task Learning for Session-based Recommendation,2020
622,POP;MC;MCN;DREAM;BSEQ;TRIPLE2VEC;BEACON,https://eprints.uet.vnu.edu.vn/eprints/id/eprint/3707/1/0389.pdf,Correlation-Sensitive Next-Basket Recommendation,2019
623,DNN;SVD;GRU4REC;CASER;DIEN;RUM;LSTM;SHAN;HPMN;CLREC;IPW;MULTICLREC,https://arxiv.org/pdf/2005.12964.pdf,Contrastive Learning for Debiased Candidate Generation in Large-Scale Recommender Systems,2021
624,AWILDA;MF;COLDA;COAWILDA,http://www2.agroparistech.fr/ufr-info/membres/cornuejols/Papers/PUBLIES/2018-RecSys-adaptive-collaborative-topic.pdf,Adaptive Collaborative Topic Modeling for Online Recommendation,2018
625,LR;WIDEDEEP;PNN;DIN;DIEN;DMR,https://ojs.aaai.org/index.php/AAAI/article/view/5346/5202,Deep Match to Rank Model for Personalized Click-Through Rate Prediction,2020
626,TOPFREQ;PERSONTOPFREQ;USERKNN;REPEATNET;FPMC;DREAM;SHAN;SETS2SETS;TIFUKNN,https://arxiv.org/pdf/2006.00556,Modeling Personalized Item Frequency Information for Next-basket Recommendation,2020
627,SR;TKNN;AR;KNN;GRU4REC,https://d-nb.info/1223172252/34#page=151,A Comparison of Frequent Pattern Techniques and a Deep Learning Method for Session-Based Recommendation,2017
628,CTA;POP;SPOP;MARKOV;GRU4REC;HRNN;LSHP;SASREC;M3R,https://arxiv.org/pdf/2002.00741,Déjà vu: A Contextualized Temporal Attention Mechanism for Sequential Recommendation,2020
630,PMF;POOLNET;WAVENET;LSTMNET;STRUCTRL;IMUP,https://www.researchgate.net/profile/Kunpeng-Liu-2/publication/343783148_Incremental_Mobile_User_Profiling_Reinforcement_Learning_with_Spatial_Knowledge_Graph_for_Modeling_Event_Streams/links/60c772194585157774d8c95e/Incremental-Mobile-User-Profiling-Reinforcement-Learning-with-Spatial-Knowledge-Graph-for-Modeling-Event-Streams.pdf,Incremental Mobile User Profiling: Reinforcement Learning with Spatial Knowledge Graph for Modeling Event Streams,2020
632,POPREC;BPRMF;FMC;FPMC;HRM;PRME;TRANSREC,https://www.ijcai.org/Proceedings/2018/0734.pdf,Translation-based Recommendation: A Scalable Method for Modeling Sequential Behavior,2018
633,NMTR;CMF;MCBPR;MCGMF;MCMLP;MCNEUMF;BPR;GMF;MLP;NEUMF,https://arxiv.org/pdf/1809.08161.pdf,Learning to Recommend with Multiple Cascading Behaviors,2020
634,BEHAVIOR2VEC;PROD2VEC;CLASSTP;BRANCLASSTP;AR;ARCLASSTP;ICFI2I;ICFS2I;NMF;SRNN;EALS;FPMC,http://in.ncu.edu.tw/~hhchen/academic_works/chen18-tkdd-b2v.pdf,Behavior2Vec: Generating Distributed Representations of Users’ Behaviors on Products for Recommender Systems,2018
635,BPR;PRFM;LAMBDAFM;RRN;IRGAN;CTR;CDL;CONVMF;LSIC,https://www.researchgate.net/profile/Jianbo-Ye/publication/331138894_Leveraging_Long_and_Short-Term_Information_in_Content-Aware_Movie_Recommendation_via_Adversarial_Training/links/5cf6d3e492851c4dd029eb11/Leveraging-Long-and-Short-Term-Information-in-Content-Aware-Movie-Recommendation-via-Adversarial-Training.pdf,Leveraging Long and Short-term Information in Content-aware Movie Recommendation via Adversarial Training,2019
636,POP;FPMC;GRU4REC;RUM;CASER;SASREC;RNS,https://arxiv.org/pdf/1907.00590,A Review-Driven Neural Model for Sequential Recommendation,2019
637,MOSTPOP;BRPMF;NEXTITREC;SASREC;ASLI,https://dl.acm.org/doi/pdf/10.1145/3366423.3380002,Attentive Sequential Models of Latent Intent for Next Item Recommendation,2020
638,SVD;DELF;GRU4REC;CASER;SASREC;RRN;DEEMS;SCORE,https://arxiv.org/pdf/1911.03883,Sequential Recommendation with Dual Side Neighbor-based Collaborative Relation Modeling,2019
640,SKNN;STAN;GRU4REC;NARM;STAMP;GNN;NIR;NISER,https://www.researchgate.net/profile/Pankaj-Malhotra-2/publication/335737489_NISER_Normalized_Item_and_Session_Representations_with_Graph_Neural_Networks/links/5dd80e3ea6fdccdb445a1474/NISER-Normalized-Item-and-Session-Representations-with-Graph-Neural-Networks.pdf,NISER: Normalized Item and Session Representations with Graph Neural Networks,2019
641,FIEXD;DARTS;AUTOEMB;ESAPN,http://www.cse.msu.edu/~zhaoxi35/paper/sigir2020.pdf,Automated Embedding Size Search in Deep Recommender Systems,2020
642,BPR;LIGHTGCN;SRGNN;GRU4REC;CASER;SSEPT;BERT4REC;SASREC;TISASREC;CDTNE;TGSREC,https://arxiv.org/pdf/2108.06625,Continuous-Time Sequential Recommendation with Temporal Graph Collaborative Transformer,2021
643,WMF;SLIM;CDAE;MULTVAE;VAMP;MULTVAE;HVAMP,https://arxiv.org/pdf/1911.00936,Enhancing VAEs for Collaborative Filtering: Flexible Priors & Gating Mechanisms,2019
644,BPR;NAIS;FPMC;NARM;SASREC;STAMP,http://yongfeng.me/attach/wang-sigir2021.pdf,Counterfactual Data-Augmented Sequential Recommendation,2021
646,BPR;CTR;VBPR;GRU;IARN;MLAML;MVRNN;ANTERNN,https://ntnuopen.ntnu.no/ntnu-xmlui/bitstream/handle/11250/2636934/Manuscript.pdf?sequence=1,Dynamic Attention-based Explainable Recommendation with Textual and Visual Fusion,2020
647,BPR;PRFM;LAMBDAFM;RRN;IRGAN;PLASTIC,https://www.ijcai.org/Proceedings/2018/0511.pdf,PLASTIC: Prioritize Long and Short-term Information in Top-n Recommendation using Adversarial Training,2018
648,LINE;DEEPWALK;NODE2VEC;EGES;GRAPHSAGE;GRU4REC;YOUTUBEDNN;M2GRL,https://arxiv.org/pdf/2005.10110.pdf,M2GRL: A Multi-task Multi-view Graph Representation Learning Framework for Web-scale Recommender Systems,2020
649,BPR;GRU4REC;EMCDE;DCDIR,https://arxiv.org/pdf/2007.13316.pdf,DCDIR: A Deep Cross-Domain Recommendation System for Cold Start Users in Insurance Domain,2020
650,GRU4REC;NARRE;MCREC;NFM;FMG;TMER,https://arxiv.org/pdf/2101.01433.pdf,Temporal Meta-path Guided Explainable Recommendation,2021
651,MLP;GMF;JRL;NCF;CCF;QCF,https://arxiv.org/pdf/1906.02594.pdf,Quaternion Collaborative Filtering for Recommendation,2019
652,BPR;LSTM;CNN;NCF;ATRANK;THACIL;ALPINE;MTIN,https://weiyinwei.github.io/papers/MTIN.pdf,What Aspect Do You Like: Multi-scale Time-aware User Interest Modeling for Micro-video Recommendation,2020
653,POP;FPMC;GRU4REC;HRNN;FPMC;GRU4REC;HRNN;IDSR,https://arxiv.org/pdf/1908.10171.pdf,Improving End-to-End Sequential Recommendations with Intent-aware Diversification,2019
654,POP;ITEMKNN;BPRMF;GRU4REC;NARM;HCRNN;ATTREC;SASREC;RKSA,https://ojs.aaai.org/index.php/AAAI/article/download/5854/5710,Sequential Recommendation with Relation-Aware Kernelized Self-Attention,2020
656,STRNN;DEEPMOVE;STGN;ARNN;LSTPM;TISASREC;GEOSAN;STAN,https://arxiv.org/pdf/2102.04095.pdf,STAN: Spatio-Temporal Attention Network for Next Location Recommendation,2021
657,LSTM;TIMELSTM;RRN;CTDNE;DEEPCOEVOLVE;JODIE;DGCF,https://arxiv.org/pdf/2101.02844.pdf,Dynamic Graph Collaborative Filtering,2021
658,FOFLSELF;NNSELF;FCF;FEDGNN;NCF;PRIVREC,https://arxiv.org/pdf/2104.00919.pdf,Fast-adapting and Privacy-preserving Federated Recommender System,2021
659,BPR;GRU4REC;EMCDERBPR;RGCN;HAN;HCDIR,https://arxiv.org/pdf/2007.15293.pdf,A Heterogeneous Information Network based Cross Domain Insurance Recommendation System for Cold Start Users,2020
660,DEEPMF;PMF;NMF;SVD,https://www.mdpi.com/2076-3417/10/14/4926/pdf,Deep Matrix Factorization Approach for Collaborative Filtering Recommender Systems,2020
661,BPRMF;NCF;GRU4REC;STAMP;NLR;NCR,https://arxiv.org/pdf/2102.01868.pdf,Causal Collaborative Filtering,2021
662,CASER;SASREC;HGN;HAM,https://arxiv.org/pdf/2002.11890,HAM: Hybrid Associations Models for Sequential Recommendation,2021
664,MULTVAE;MULTDAE;CDAE;SLIM;WMF,https://proceedings.neurips.cc/paper/2019/file/9087b0efc7c7acd1ef7e153678809c77-Paper.pdf,Markov Random Fields for Collaborative Filtering,2019
665,POP;BPR;GRU4REC;CASER;SASREC;BERT4REC;S3REC;CL4SREC;COSEREC,https://arxiv.org/pdf/2108.06479,Contrastive Self-supervised Sequential Recommendation with Robust Augmentation,2021
667,TIMEPOP;TBKNN;TDCN;CRGAN;NUBPR,https://arxiv.org/pdf/2008.10845.pdf,CnGAN: Generative Adversarial Networks for Cross-network User Preference Generation for Non-overlapped Users,2020
668,SKNN;NARMGRU4REC;CAGH,https://arxiv.org/pdf/2008.07226,Exploring Longitudinal Effects of Session-based Recommendations,2020
669,FPMC;RUMI;GRU4REC;CASER;GRUDIBPEB;MNDIBPEB,https://www.ijcai.org/Proceedings/2019/0190.pdf,Dynamic Item Block and Prediction Enhancing Block for Sequential Recommendation,2019
670,SVD;LINEARREG;SQRTREG;LOGREG,https://in.ncu.edu.tw/~hhchen/academic_works/chen19_diff_reg_weight.pdf,Differentiating Regularization Weights – A Simple Mechanism to Alleviate Cold Start in Recommender Systems,2019
672,RANDOM;POP;BPR;ULBPR;ULRMF;CAUSE;DLTO;BLCE;DLCE,https://arxiv.org/pdf/2008.04563.pdf,Unbiased Learning for the Causal Effect of Recommendation,2020
673,POP;SPOP;ITEMKNN;GRU4REC;NARM;STAMP;SASREC;SRGNN;CSRM;COSAN;MTD,https://ojs.aaai.org/index.php/AAAI/article/view/16534/16341,Graph-Enhanced Multi-Task Learning of Multi-Level Transition Dynamics for Session-based Recommendation,2021
674,ITEMKNN;SLIM;MFBPR;CML;NEUMF;CMN;PRME;TRANSREC;CASER;SDP;SDMR;SDM,https://arxiv.org/pdf/1905.00453,Signed Distance-based Deep Memory Recommender,2019
675,FM;WIDEDEEP;CML;DEEPREC;CDL;DMFL,https://ieeexplore.ieee.org/iel7/6287639/8600701/08766091.pdf,An Efficient Hybrid Recommendation Model With Deep Neural Networks,2019
676,FM;WIDEDEEP;PNN;DCN;AFN;DROPOUTNET;MELU;METAEMB;GRU4REC;DIN;MWUF,https://dl.acm.org/doi/pdf/10.1145/3404835.3462843,Learning to Warm Up Cold Item Embeddings for Cold-start Recommendation with Meta Scaling and Shifting Networks,2021
677,BPR;NCF;SPECTRALCF;CMF;CDCF;CONET;JSCN,https://arxiv.org/pdf/1910.08219,JSCN: Joint Spectral Convolutional Network for Cross Domain Recommendation,2019
678,ITEMKNN;GRU4REC;RERANKING;SDIV;SDIVCB,https://www.ijcai.org/proceedings/2019/0380.pdf,Sequential and Diverse Recommendation with Long Tail,2019
679,POP;DRM;BSEQ;CBSSN;CBSCFN;CBSDFN,https://ink.library.smu.edu.sg/cgi/viewcontent.cgi?article=5072&context=sis_research,Modeling contemporaneous basket sequences with twin networks for next-item recommendation,2018
680,AR;SR;SKNN;VSKNN;CT;STAN;VSTAN;SMF;GRU4REC;STAMP;NEXTITNET;NARM;CSRM;SRGNN,https://edoliberty.github.io/papers/recsys2020thd.pdf,From the lab to production: A case study of session-based recommendations in the home-improvement domain,2020
681,POP;FPMC;CASER;GRU4REC;BERT4REC;CGAN;MULTVAE;SVAE;ACVAE,https://arxiv.org/pdf/2103.10693,Adversarial and Contrastive Variational Autoencoder for Sequential Recommendation,2021
684,LR;FM;YOUTUBENET;XDEEPFM;DUPN;DIEN;DMF;MMSS;NAML;MARN,https://arxiv.org/pdf/2003.07162,Adversarial Multimodal Representation Learning for Click-Through Rate Prediction,2020
685,NOACE;CNN;GRU;W2VTFIDF;LSA;DOC2VEC;SR;ITEMKNN;CO;RP;CB,https://arxiv.org/pdf/1907.07629,On the Importance of News Content Representation in Hybrid Neural Session-based Recommender Systems,2019
686,POP;MFAVG;GRU4REC;STAMP;AGREE;MOSN;SRGNN;NGCF;GLSGRL,https://weizhangltt.github.io/paper/SIGIR20-Wang.pdf,Group-Aware Long- and Short-Term Graph Representation Learning for Sequential Group Recommendation,2020
688,MOSTPOP;MF;BPR;NEUMF;CMN;TRANSREC;GRU4REC;CASER;SASREC,https://dl.acm.org/doi/pdf/10.1145/3336191.3371776,Consistency-Aware Recommendation for User-Generated Item List Continuation,2020
689,DAS;SHAN;HRM;FPMC;CASER;FOSSIL;BPR;TOP,https://ieeexplore.ieee.org/iel7/6287639/8948470/09123874.pdf,Towards a Deep Attention-Based Sequential Recommender System,2020
690,BPRMF;BILSTM;CNNPOOLING;ATRANK;DMRAN,http://zheng-kai.com/paper/ijcai_2019_b.pdf,DMRAN: A Hierarchical Fine-Grained Attention-Based Network for Recommendation,2019
692,BPRMF;FPMC;GRU4REC;NARM;STAMP;SRGNN;KSR;KVMN,https://www.mdpi.com/2078-2489/11/8/388/pdf,Knowledge-Enhanced Graph Neural Networks for Sequential Recommendation,2020
693,QR;FTRL;WIDEDEEP;GRU;ATTENTIONGRU;TIMELSTM;ATTENTIONGRU,https://arxiv.org/pdf/1907.01639,Query-based Interactive Recommendation by Meta-Path and Adapted Attention-GRU,2019
694,ITEMKNN;TRIBEFLOW;SESRNN;IMPROVEDSESRNN;USERSESGRU,https://www.researchgate.net/profile/Tu-Phuong/publication/329014321_Combining_User-Based_and_Session-Based_Recommendations_with_Recurrent_Neural_Networks_25th_International_Conference_ICONIP_2018_Siem_Reap_Cambodia_December_13-16_2018_Proceedings_Part_I/links/5c08d72392851c39ebd62c5b/Combining-User-Based-and-Session-Based-Recommendations-with-Recurrent-Neural-Networks-25th-International-Conference-ICONIP-2018-Siem-Reap-Cambodia-December-13-16-2018-Proceedings-Part-I.pdf,Combining User-based and Session-based Recommendations with Recurrent Neural Networks,2018
695,SKNN;STAN;GRU4REC;NARM;STAMP;GNN;NIR;NISER,https://arxiv.org/pdf/1909.04276.pdf,NISER: Normalized Item and Session Representations to Handle Popularity Bias,2021
697,BPR;PRFM;LAMBDAFM;RRN;IRGAN;LSIC,https://arxiv.org/pdf/1712.09059,Leveraging Long and Short-term Information in Content-aware Movie Recommendation,2018
699,STAN;VSTAN;VSKNN;NARM;SR;GRU4REC;IIRNN;HGRU4REC;NCSF;SHAN;NSAR,sciencedirect.com/science/article/pii/S0020025521005089,Session-aware recommendation: A surprising quest for the state-of-the-art,2021
700,GRU4REC;CASER;SASREC;SHAN;HPMN;SDM;DMAN,https://ojs.aaai.org/index.php/AAAI/article/view/16564/16371,Dynamic Memory based Attention Network for Sequential Recommendation,2021
701,ITEMKNN;FPMC;NEXTITNET;NARM;STAMP;SRGNN;SSRM;SNEXTITNET;SNARM;SSTAMP;SSRGNN;SSRM;DGREC;SEREC,https://repository.ust.hk/ir/bitstream/1783.1-108396/1/033414_1.pdf,An Efficient and Effective Framework for Session-based Social Recommendation,2021
703,POP;BPR;FPMC;HRM;RRN;NARM;LSDM,https://arxiv.org/pdf/1903.00066.pdf,A Long-Short Demands-Aware Model for Next-Item Recommendation,2019
704,BPR;SBPR;TBPR;IRGAN;CFGAN;TAGREC,https://www.researchgate.net/profile/Honglong-Chen-2/publication/346494244_Trust-aware_generative_adversarial_network_with_recurrent_neural_network_for_recommender_systems/links/620c658a7b05f82592ef731a/Trust-aware-generative-adversarial-network-with-recurrent-neural-network-for-recommender-systems.pdf,Trust-aware Generative Adversarial Network with Recurrent Neural Network for Recommender Systems,2021
705,GRU4REC;FPMC;CASER,https://arxiv.org/pdf/2006.16977,Learning Post-Hoc Causal Explanations for Recommendation,2021
706,MARANK;SASREC;TISASREC;BERT4REC;MEANTIME,https://dl.acm.org/doi/pdf/10.1145/3383313.3412216,MEANTIME: Mixture of Attention Mechanisms with Multi-temporal Embeddings for Sequential Recommendation,2020
707,POP;BPRMF;ORACLE;SSCF;RNN;SBRS,https://www.researchgate.net/profile/Noveen-Sachdeva/publication/323450744_Explicit_Modelling_of_the_Implicit_Short_Term_User_Preferences_for_Music_Recommendation/links/5bbc03c54585159e8d8d21e3/Explicit-Modelling-of-the-Implicit-Short-Term-User-Preferences-for-Music-Recommendation.pdf,Explicit Modelling of the Implicit Short Term User Preferences for Music Recommendation,2018
708,BPR;SPECTRALCF;FPMC;TRANSREC;GRU4REC;CASER;GSU,https://dl.acm.org/doi/pdf/10.1145/3331184.3331329,Gated Spectral Units: Modeling Co-evolving Patterns for Sequential Recommendation,2019
709,POP;ITEMKNN;BPRMF;VUIKNN;NCF;CONET;GRU4REC;HGRU4REC;PINET;PSJNET;DAGCN,https://arxiv.org/pdf/2105.03300,DA-GCN: A Domain-aware Attentive Graph Convolution Network for Shared-account Cross-domain Sequential Recommendation,2021
711,BPR;TRANSE;TRANSFM;GRU4REC;CASER;TRANSREC;SASREC;HIERTRANS,https://people.engr.tamu.edu/caverlee/pubs/zhang20www.pdf,Adaptive Hierarchical Translation-based Sequential Recommendation,2020
713,WIDEDEEP;NFM;ACCM;CCCC,http://yongfeng.me/attach/shi-cikm2019.pdf,Adaptive Feature Sampling for Recommendation with Missing Content Feature Values,2019
714,POP;UBCF;BPR;FPMC;SESSIONRNN;PEEPHOLELSTM;TIMELSTM;IDLSTM,https://opus.lib.uts.edu.au/bitstream/10453/149941/2/TDLSTM-applied%20intelligence.pdf,Time-aware Sequence Model for Next Item Recommendation,2021
715,GRU4REC;YOUTUBEDNN;MIND;COMIREC;FAT,https://arxiv.org/pdf/2011.00422,Future-Aware Diverse Trends Framework for Recommendation,2021
716,RANDOM;DEEPWALK;LINE;TRANSAE;GRAPHSAGE;GRAPHBERT;GPTGNN;PMGT,https://arxiv.org/pdf/2010.12284.pdf,Pre-training Graph Transformer with Multimodal Side Information for Recommendation,2021
717,WMF;SLIM;CDAE;MULTVAE;EASE;RECVAE;LLORMA;SGLSVD;LOCAVAE;LOCAEASE,https://arxiv.org/pdf/2103.16103,Local Collaborative Autoencoders,2021
718,MP;MFBPR;FOSSIL;TCN;GRU4REC;HPMN;SASREC;OAR,http://www.hongliangjie.com/publications/wsdm2020.pdf,Time to Shop for Valentine’s Day: Shopping Occasions and Sequential Recommendation in E-commerce,2020
719,AASVD;QCF;NEUMF;NAIS;FPMC;AGRU;ALSTM;CASER;SASREC;SLIREC;ALSTMAASVD;QUALE;AQUALE,https://arxiv.org/pdf/2008.13335,Quaternion-Based Self-Attentive Long Short-term User Preference Encoding for Recommendation,2020
720,PROD;RAND;POP;QL;QEM;LCRM3;LCEM;SCRM3;SCEM;LSCEM,https://arxiv.org/pdf/1909.02065,Leverage Implicit Feedback for Context-aware Product Search,2020
721,POP;ITEMKNN;USERKNN;BPRMF;FISM;SASREC,https://arxiv.org/pdf/2103.00442,Explore User Neighborhood for Real-time E-commerce Recommendation,2021
723,POP;BPRMF;NCF;FPMC;GRU4REC;CASER;SASREC;BERT4REC;ISREC,https://drive.google.com/file/d/1dzBXdYQxqufYuZfwGyD_ICO7vZaLGkN6/view,Intention-aware Sequential Recommendation with Structured Intent Transition,2021
724,POP;APRIORI;MARKOV;HITS;VANILLARNN;LSTM;CAPSRNN;CAPRLSTM,https://arxiv.org/pdf/1803.01245,CAPS: Context Aware Personalized POI Sequence Recommender System,2018
725,SR;SKNN;STAN;SEASE;GRU4REC;NARM;STAMP;SRGNN;SLIS;SLIT;SLIST,https://arxiv.org/pdf/2103.16104,Session-aware Linear Item-Item Models for Session-based Recommendation,2021
726,SVD;AUTORECUI;TIMSVD;SGRU;RRN;NSCR;FSVD;FSVD;FIRN,https://dl.acm.org/doi/pdf/10.1145/3357384.3358042,"Instagrammers, Fashionistas, and Me: Recurrent Fashion Recommendation with Implicit Visual Influence",2019
727,POP;TRANS;TNN;BATCHMF;AMF;SVD,http://eprints.sztaki.hu/9325/1/Frigo_28_3311665_ny.pdf,Online ranking prediction in non-stationary environments,2017
728,PURESVD;SLIM;EIGENREC;MULTDAE;MULTVAE;APR;RP3B;NAIS;RECWALK,https://dl.acm.org/doi/pdf/10.1145/3406241,Boosting Item-based Collaborative Filtering via Nearly Uncoupled Random Walks,2020
729,BPRMF;FPMC;GRU4REC;CASER;SASREC;SRGNN;HGN;TISASREC;HYPERREC;DGSR,https://arxiv.org/pdf/2104.07368,Dynamic Graph Neural Networks for Sequential Recommendation,2021
730,MF;DEEPWALK;LNE;NODE2VEC;GCN;MGCN;DMGE,https://arxiv.org/pdf/1905.10095,Learning Cross-Domain Representation with Multi-Graph Neural Network,2019
731,FPMC;PRME;STRNN;GRU4REC;SASREC;ATSTLSTM;DGREC;DANSNR,https://arxiv.org/pdf/2004.12161,DAN-SNR: A Deep Attentive Network for Social-Aware Next Point-of-Interest Recommendation,2020
732,GRU4REC;CASER;SASR,https://arxiv.org/pdf/2010.11401.pdf,Learning Transferrable Parameters for Long-tailed Sequential User Behavior Modeling,2020
733,POP;PPOP;ITEMKNN;NARM;HRNN;JNN,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9050712,A Joint Neural Network for Session-Aware Recommendation,2020
734,CRM;EAR;GRU;SASREC,https://arxiv.org/pdf/2008.08247.pdf,Leveraging Historical Interaction Data for Improving Conversational Recommender System,2020
735,FPMC;GRU4REC;CASER;SASREC;BERT4REC;LSAN,https://arxiv.org/pdf/2108.11333.pdf,Lightweight Self-Attentive Sequential Recommendation,2021
736,POP;BPR;GRU4REC;STAMP;NARM;CASER;NEXTITNET;SRGNN;BERT4REC;AMEIR,https://arxiv.org/pdf/2006.05933.pdf,"AMEIR: Automatic Behavior Modeling, Interaction Exploration and MLP Investigation in the Recommender System",2022
737,GRU4REC;SRGNN;CSRM;LESSR;TASREC,https://www4.comp.polyu.edu.hk/~xiaohuang/docs/Huachi_sigir2021.pdf,Temporal Augmented Graph Neural Networks for Session-Based Recommendations,2021
738,BPRMF;TRANSREC;GRU4REC;TCN;SASREC;BERT4REC;MELU;METACF;METATL,https://arxiv.org/pdf/2107.06427.pdf,Sequential Recommendation for Cold-start Users with Meta Transitional Learning,2021
739,BPR;CDL;CVAE;IRGAN;VAEAR;CLVAE;CFGAN;MVAE;CAF,https://www.sciencedirect.com/science/article/am/pii/S0893608020300873,Recommendation via Collaborative Autoregressive Flows,2020
740,FDE;MDE;DPQ;NIS;MGQE;AEMB;RAS;ADS;AUTODIM,https://www.cse.msu.edu/~zhaoxi35/paper/www2021autodim.pdf,AutoDim: Field-aware Embedding Dimension Search in Recommender Systems,2021
741,GRU4REC;NARM;MCPRN;IDSR;MDSR,https://staff.fnwi.uva.nl/m.derijke/wp-content/papercite-data/pdf/chen-2022-multi-interest.pdf,Multi-interest Diversification for End-to-end Sequential Recommendation,2021
743,LALDA;UCF;SRGNN;BPRMF;TOP;GRU4REC;EMCDR;TRAINOR,https://ojs.aaai.org/index.php/AAAI/article/view/16581/16388,Out-of-Town Recommendation with Travel Intention Modeling,2021
744,BPRMF;NEUMF;NGCF;NEUACF;HEREC;NARM;SRGNN;SHCF,https://epubs.siam.org/doi/pdf/10.1137/1.9781611976700.8,Sequence-aware Heterogeneous Graph Neural Collaborative Filtering,2021
745,FPMC;GRU4REC;NARM;CASER,http://ceur-ws.org/Vol-2911/paper3.pdf,Learning Causal Explanations for Recommendation,2021
746,PBRS;FPMC;PRME;GRU4REC;SWOWI;NCSF;SHAN;HATE;ATE;HTE,https://shlomo-berkovsky.github.io/files/pdf/IntSyst21.pdf,Hierarchical Attentive Transaction Embedding With Intra- and InterTransaction Dependencies for Next-Item Recommendation,2020
747,GRU4REC;CASER;SASREC;BERT4REC;UPREC,https://arxiv.org/pdf/2102.10989,UPRec: User-Aware Pre-training for Recommender Systems,2021
748,ITEMPOP;MFBPR;MLP;JRL;NEUCF;CONVNCF;CNNDCF,https://ieeexplore.ieee.org/iel7/6287639/8948470/09086604.pdf,Deep Collaborative Filtering Based on Outer Product,2020
749,BPR;GRU4REC;CASER;WE3CN;DNA,https://mashuai-ms.github.io/pubs/icdm2019b.pdf,Dynamic News Recommendation with Hierarchical Attention Network,2019
750,DDTCDR;CML;CCCFNET;CDFM;CMF;CONET;NCF,https://arxiv.org/pdf/2104.08490,Dual Metric Learning for Effective and Efficient Cross-Domain Recommendations,2021
751,RANDOM;POPULAR;VSM;CB;CF;SVD;BAGOFSIGNALS;TWCF;TIMESVD,https://www.researchgate.net/profile/Fabio-Gasparetti/publication/321067268_Dynamic_Social_Recommendation/links/5f28542f92851cd302d84181/Dynamic-Social-Recommendation.pdf,Dynamic Social Recommendation,2017
752,POP;BPR;FMC;FPMC;PRME;TRANSREC;SKNN;CASER;SASREC;REBUS,https://arxiv.org/pdf/2008.05587,SEQUENTIAL RECOMMENDATION WITH METRIC MODELS BASED ON FREQUENT SEQUENCES,2020
753,POP;AUTOREC;BPR;CDAE;NCEPLREC;PURESVD;VAECF;CEVAE;MMSVAE,https://arxiv.org/pdf/2105.00774,Fast Multi-Step Critiquing for VAE-based Recommender Systems,2021
755,NCF;DNN;GRU4REC;UDIN,https://www.ijcai.org/Proceedings/2020/0357.pdf,Intent Preference Decoupling for User Representation on Online Recommender System,2021
756,SVD;RNN;RNNSVD;PLRNN,https://dl.acm.org/doi/pdf/10.1145/3298689.3347065,From Preference into Decision Making: Modeling User Interactions in Recommender Systems,2019
757,DNN;WIDEDEEP;GRU4REC;DIEN;ADVER,https://arxiv.org/pdf/2110.11073.pdf,RL4RS : A Real-World Benchmark for Reinforcement Learning based Recommender System,2022
758,BPR;SBPR;GRAPHREC;GRU;SASREC;DGREC;DREAM,https://arxiv.org/pdf/2008.04579,DREAM: A Dynamic Relational-Aware Model for Social Recommendation,2020
759,YOUTUBEDNN;GRU4REC;MIND,https://arxiv.org/pdf/2110.15154.pdf,Cross-Batch Negative Sampling for Training Two-Tower Recommenders,2021
